Review date,Guest name,Reservation Number,Review title,Positive review,Negative review,Review score,Staff,Cleanliness,Location,Facilities,Comfort,Value for money,Property reply
2023-07-03 19:16:59,Karen,3715248545,,"Beautiful old villa full of history in a calm area of town, close to the islands. Absolutely lovely apartment, stylishly furnished, everything new, clean, and comfortable. Amjed, the incredibly friendly manager, gave plenty of good advice and came by personally to bring a hairdryer. 
We loved it there!","Nothing except that the beds, i.e. the mattresses are a bit too firm... at least for our backs.",10,10,10,10,10,10,10,"Dear Karen, thank you for adding your review ð Your feedback is greatly appreciated and it was our pleasure have you both at Rosedene. It takes a Team effort to provide the facility to such high standards and it is rewarding for all of us here to know of your appreciation. We always do our best for Guests and look forward to seeing you again next visit, take care from all at Rosedene. ð "
2023-07-04 5:55:28,Andrew,3694838258,Lovely property great location,"The property was in a great location, easy walk into Inverness. It was very clean and well appointed. We had every thing we needed for an apartment",n/a,9,7.5,10,10,7.5,10,10,"Dear Andrew, thank you so much for your kind feedback, it is very much appreciated and you will always be welcome at Rosedene. Hope to see you again next visit, take care from all at Rosedene ð"
2023-07-08 18:01:38,Regina,3289187113,,,,10,10,10,10,10,10,10,
2023-07-10 12:15:29,abdullah,3303777073,,"Great apartment 
 ",,9,10,10,2.5,10,10,7.5,"Dear Noor, thank you so much for adding your lovely review, it is greatly appreciated. You were a lovely group and it was a pleasure to have you at Rosedene. We are so sorry that you didnât like the Highlands, it rained non stop during your stay with thunder and lightning storms, we know it negatively impacted your tour and your experience of the area. But you know the sun always shines at Rosedene and we do hope to see you again ð "
2023-07-17 0:10:16,Germar,3395482075,"Great location, nice, quite, discrete, super friendly","> Excellent location, a short beautiful walk along the Ness river to the city center
> very nice apartments, well equipped and super clean
> very friendly, correct and super helpful host",> hm… nothing really :-) Was a great place to stay for us during the Highland games. ,10,10,10,10,10,10,10,
2023-07-17 7:48:47,Michelle MG,2538898814,Roomy and comfortable,"Immaculately clean and comfortable. This studio apartment has everything you need for a great stay in Inverness
We booked the place with the intention to go to  the Highland Games across the river, and it was the perfect location with an easy walk. 
",Can't really fault this place but would recommend a shower caddy of some kind to hold shower products,9,10,10,10,10,10,10,
2023-07-17 10:38:10,Petra,3764346466,Een mooi appartement maar klein en veel te duur. ,Het appartement is zeer netjes afgewerkt met goeie bedden en je kunt makkelijk parkeren. Lekker dicht bij Inverness. De Highlandgames waren op 10 min lopen. De stad en de barretjes op 20 min. Aardige host die veel informatie deelt en klaarstaat bij vragen.,"Het appartement is aan de zijkant, het heeft een eigen ingang. Hierdoor kom je niet in het gebouw wat op de foto's staat, de grote trap dus nooit mogen bewonderen. Het appartement zelf is erg klein. Het is dus een prima appartement maar niet voor de prijs, het is echt veel te duur voor wat je krijgt. ",6,10,7.5,5,5,7.5,2.5,
2023-07-17 22:24:20,John,2682939258,Stunning ,"Beautiful apartment,  stunning building , great location . Host was great and gave us lots of information places to go ",Nothing ,10,10,10,10,10,10,10,
2023-07-18 9:53:01,K . De,3520652073,,"Everything was excellent!! Highly recommend this place. Very neat and clean as advertised. Good location, less than 5 minutes walk to the town. The host was extremely helpful and flexible. Surely we will return next time. ","Nothing,  all great. ",10,10,10,10,10,10,10,
2023-07-19 10:57:34,Nikola,3156775769,,,,9,10,10,7.5,10,10,7.5,
2023-07-23 14:46:47,Mohammed,2317188258,,"It's a beautiful property which has been thoughtfully designed and not to mention the great location.

I would like to thank the property manager Mr Amjad who reached out to us and took care of all our requirements.


",,10,10,10,10,10,10,10,
2023-07-27 12:11:14,Cordoni,3424783447,,"Location molto accogliente  e ben attrezzata 
Molto comoda x escursioni",,9,10,10,10,10,10,10,
2024-01-09 9:47:30,Geraldo José Arantes,4187476770,Excelente acomodação com limpeza impecavel e muito bem equipada. ,,,10,10,10,10,10,10,10,"Dear Geraldo, thanks for the kind review, we are really pleased that you enjoyed your stay at Rosedene it was a pleasure to have you and look forward to seeing you again soon. "
2024-07-02 22:15:21,TISSOU,4739102117,,"*L'extérieur nous fait déjà sentir comme des petits châtelains !! 
* le hall est  magnifique
* le ""studio"" est  grand magnifique propre  fonctionnel avec la cuisine séparée 
*le lit KINGSIZE!
* la réactivité du propriétaire et sa disponibilité  
*l 'emplacement non loin du centre ville largement faisable à pied  et non loin d'un supermarché (grand Tesco )
* je recommande +++ . Nous nous sommes sentis chez nous pendant 3 nuits !!! Si nous devions re-voyager dans ce coin nous déposerions  de nouveaux nos valises ici .",RIEN !!!!,10,10,0,10,10,10,10,
2024-07-05 9:58:42,Gina,4300182491,Fabulous❤️,"We had a wonderful stay at Rosedene House, its a beautiful house and our apartment was very luxurious and everything was just perfect. Amjed could not have been more kind and helpful, thank you Amjed. We will be back, the Berry Family❤️",Absolutely nothing.,10,10,10,10,10,10,10,
2024-07-06 17:21:26,Anja,4298029178,jederzeit wieder!,"tolle Lage, perfekte Ausstattung, sehr gute, schnelle Kommunikation ",,9,10,10,10,10,7.5,7.5,
2024-07-07 22:51:30,Ciprian,4302106328,Exceptional apartment in Inverness,"The apartment was very clean, spacious and very well equipped, with modern bathrooms and kitchen and large smart TV in the lounge. Location was perfect for us, close to city centre and right next to the Ness Islands. The beds were comfortable and the quality of bed linen, towels, toiletries stood out. Amjed was a most kind and accomodating host. We will visit again.","Not really an issue, more of a suggestion, an espresso machine and some tall wine glasses would be match the high overall standard of the apartment. (Note, nescafe and tea is provided and smaller glasses are available)",10,10,10,10,10,10,7.5,
2024-07-07 23:15:00,Abdelrahman,4532145541,,,,10,10,10,10,10,10,10,
2024-07-13 22:37:31,Elke,4745309006,,"Die Lage war sehr gut ,ein sehr guter Weg in die Stadt,nicht weit vom Flughafen entfernt 
Anbieter war immer erreichbar.Gute und schnelle Antwort.",Es war alles zu unserer Zufriedenheit ,10,10,10,10,10,10,10,
2024-07-15 10:46:55,Ricardo,4491780505,,"It was very clean, with comfortable beds and linen.  It is very practical to stay with kids because it has a small kitchen and laundry machine.  The check in/check out system worked out well and the staff answered quickly to our questions.","The tv is just a platform to use streaming accounts such as Netflix, and It's not very practical.  That's on the technology, not the hotel's fault.  I like to watch some news but I wasn't bothered not to watch it.  The only other thing that was not perfect was the toilet seat and cover that was a bit loose, but that's being very nit picky.",9,10,10,10,10,10,10,
2024-07-15 21:30:48,Ahmed,4639760924,,,,10,10,10,7.5,10,10,7.5,
2024-07-16 17:55:23,gaurav,4989589179,,"Location and cleanliness
Ease of communication 
Responsive host",NA,10,10,10,10,10,10,10,
2024-07-17 16:00:58,Christine,4591953201,,Tolles Haus mit vielen Annehmlichkeiten. Riesiges Bett,Nix,10,10,10,10,10,10,10,
2024-07-17 22:08:33,Silvia SÃ¡nchez ,4903124261,,Ha sido muy agradable la estancia en el apartamento. Todo muy cÃ³modo y limpio. Recomiendo 100%,,10,10,10,10,10,10,10,
2024-07-18 10:18:54,Hanna,4507960520,"Very comfortable stay, lovely and attentive host.","The beds were super comfy - both the massive main bed, as well as the cot for my baby. The host even provided a baby bath and high chair. 
Kitchen was very functional and clean. 
The property is a short walk from the city centre along the river, and there is on site parking.",,9,10,7.5,7.5,,10,10,
2024-07-18 19:49:33,Irene,4693136602,,"El tamaÃ±o de la habitaciÃ³n y la ubicaciÃ³n,a 10 min caminando del centro dando un paseo precioso",Que no habÃ­a ascensor,6,7.5,7.5,7.5,7.5,7.5,5,
2024-07-19 0:14:04,Ingrid,4011660378,"Flott leilighet i nydelig ""slott"" nær Inverness sentrum!","Pen leilighet, rent. Hyggelig, behjelpelig vertskap.",,8,10,10,7.5,10,7.5,10,
2024-07-19 18:02:08,Xeno,4366590144,,Very nice and good equipped apartment. Big TV screen. ,,9,10,7.5,7.5,7.5,10,7.5,
2024-07-20 22:55:56,Patricia,4793348828,,,,9,10,10,10,7.5,10,10,
2024-07-21 11:16:03,Thomassen,4017627726,Flott leilighet med rolig beliggenhet en kort gÃ¥tur unna byen,Flott og luftig leilighet. Gode senger,,9,7.5,10,10,10,10,10,
2024-07-22 15:56:15,Erin,4585048493,,Amazing staff! ,,10,10,10,10,10,10,10,
2024-07-25 8:16:31,SOPHIE,4676455207,,Super,,10,10,10,10,10,10,10,
2024-07-25 9:54:29,CARMEN,4739282585,Wonderful stay in the highlands with teenage kids,"We had a wonderful stay at Rosedene. It was myself, husband and our two teenage children. We had booked a room with a king bed and a sofa bed, which the kids weren’t too happy about sharing. But when we had arrived Amjed had put an extra bed in so they didn’t have to share, which they really appreciated. Thank you. The facilities were wonderful and very clean. The check in was easy and the property was close to town and it’s a beautiful building. We will be recommending to our family and friends to stay there when they go to the highlands. Thank you",,10,10,10,10,10,10,10,
2024-07-25 22:06:32,elisabetta,4942346872,,,,9,10,10,7.5,10,10,7.5,
2024-07-26 0:10:16,Cathe,4579165386,,,,7,7.5,7.5,7.5,7.5,7.5,7.5,
2024-07-26 5:13:54,Alison,4822479830,,,,8,10,10,10,10,10,7.5,
2024-07-27 15:03:04,Vera,4444272871,,,,10,10,10,10,10,10,10,
2024-07-27 22:18:56,Marissa,4903095816,,,,9,,,,,,,
2024-07-28 18:31:40,Petr,4413923866,,,,10,10,10,10,10,10,10,
2024-07-29 9:46:21,Chung,4337667209,,De ruime kamers en de ligging van het appartement. De host was een heel attent en behulpzaam.,"De badkamer,  deze waren ok maar in vergelijking met de rest van het appartement kunnen deze wel een upgrate krijgen.  ",8,10,7.5,10,7.5,10,7.5,
2024-07-30 12:46:38,Paul,4912810905,Enjoyed our stay at Rosedene,Beautiful property with comfortable rooms. Great location for walks and nearby centre. Check in was easy and property had everything we needed,,9,10,10,10,10,10,10,
2024-07-31 17:59:03,Julio Leopoldo,4331607195,Fantástico,"Departamento fantástico, muy cómodo, amplio y de buen gusto. Equipamiento completo. Parking en el propio establecimiento. Delicada atención del dueño
","Sólo lamentar que no tuviera freezer, algo que no debería faltar en un alojamiento de esta categoría",10,10,10,7.5,10,10,10,
2024-08-01 22:49:46,Christine,4610819111,Superbe séjour à Inverness,"Appartement très agréable, spacieux et au calme . Un grand merci à nos hôtes qui ont installé deux lits d’appoints confortables dans le séjour pour nos deux enfants, ce qui leur a évité de partager un canapé lit. 
",,10,10,10,10,10,10,10,
2024-08-02 11:58:30,Dawle,4630680375,,,,9,10,10,10,10,10,10,
2024-08-03 23:39:22,David,4226587746,"Lovely place, great location, and highly recommended!","Rosedene is a lovely old house converted to apartments. We were in apartment #1. We had a private bedroom and bath. In the living room, our son had a twin bed and a private hall bathroom. The apartment included a kitchen and large living/sitting room. There were two large screen televisions as well. Private parking was inside a walled area surrounding the house. It was ideally located for our visit to Inverness and the surrounding area. We toured Cawdor Castle and drove around Loch Ness down to Fort Augustus. Since we had a nice kitchen and dining table, we ate breakfast each morning and brought in dinner from two excellent local restaurants. 

Our host was pleasant and helpful. Our stay was delightful and we couldn’t have enjoyed ourselves more. 

Thank you!!",Nothing comes to mind. ,10,10,10,10,10,10,10,
2024-08-04 13:00:42,Bordaga,4611839946,"The guy who checked me in ""Amjed"" is very nice he also suggested me good places to visit and explore","Perfect location, has all needed facilities, easy check in and out.",Flies because of trees,10,10,7.5,10,10,10,10,
2024-08-04 22:45:26,Badriah,4522004446,"The residence was great but the locals in the city center working in restaurants are racists, they don’t treat people eq",Everything was great ,It’s a bit away from city center ,10,10,10,10,10,10,10,
2024-08-04 23:57:17,Bernie,4965503805,,,,9,7.5,10,10,10,10,7.5,
2024-08-05 9:10:13,Alexander,4484273328,,Host very communicative. Lovely location.,,8,10,10,10,10,10,10,
2024-08-07 17:33:36,VERONIQUE,4081515085,,,,10,10,10,10,5,7.5,7.5,
2024-08-08 8:47:22,Judith,4641767195,Stayed 4 nights with a family to explore Inverness and a one-day tour to isle of Skye,"Beautiful house and apartment. Small kitchen, good working bathroom with washing machine and washing powder available. Staff (Amjed) was very friendly and provided us with great tips. 10 minutes cycling to a big supermarket, and
10 minutes cycling to downtown. The sleeping couch was easy to fold, to make more space during day.","The living room / bedroom was a bit small for three. The bed was put against the wall, so difficult to get in. There were only two chairs and a small table.",9,10,7.5,7.5,10,10,7.5,
2024-08-09 11:37:54,María Belén,4827242780,Precioso palacio. Estancias espectaculares. A 15 min andando del centro.,"Precioso hotel, parece un pequeño palacio o iglesia, apartamentos y estudios espaciosos, acogedores y muy bien equipados. Camas muy comodas. Lejos del centro; pero a un agradable paseo de 15 minutos. Estupendas recomendaciones del anfitrión.","A las afueras de Inverness, aunque sólo a 15 min del centro por la vera del río Ness. En nuestro caso, al ir con mayores y niños, tuvimos que pedir taxis varias veces. Ya que los autobuses no llegan allí. ",10,10,10,7.5,10,10,7.5,
2024-08-09 16:35:44,Federico,4918656531,,,,10,7.5,10,7.5,10,10,7.5,
2024-08-09 20:01:24,Andreas,4659429513,What a great place,"The guest house is very beautiful. We stayed for three nights.  It has separate  entrances depending on the apartment. We had a bedroom with a sofa bed. All beds were very comfortable and there was plenty of space. The laundry machine and kitchen were a great help on our trip. There is free parking available.
The location is good, as we used the car to go to the city center.
We requested a cleaning on the second day, due to a little mishap of open windows over night, and the host immediately helped us. All in all, we highly recommend this place.",,10,10,7.5,10,10,10,10,
2024-08-10 20:54:30,Nada,4930169789,,,,10,10,10,10,10,10,10,
2024-08-11 22:13:18,fabienne,4521636964,Nous avons fort apprécié le confort et la facilité à trouver ses marques dans ce studio sympathique,"Situation géographique idéale, quartier très tranquille , fonctionnalité des installations et de l'équipement (salle de bain avec rangements pratiques), facilité de parking, literie correcte.","L'équipement de cuisine est bien pensé mais avant d'investir les lieux il sera utile de savoir ce qu'on peut trouver sur place comme appoint de première nécessité. Il n'y avait pas d'huile, de sel ou poivre pour cuisiner mais il y avait thé, nescafé, mini doses de sel poivre et sucre.",8,10,10,10,7.5,10,7.5,
2024-08-12 14:50:28,Debora,4564129115,,"Todo me gustÃ³,trato,ubicaciÃ³n    ",,10,10,10,10,10,10,10,
2024-08-12 21:40:57,sonia,4561273060,,,,8,10,10,7.5,10,10,10,
2024-08-15 9:04:42,Fernando,4570624504,,Very supportive staff and very good location for walks in the park,,9,10,10,10,10,10,7.5,
2024-08-16 8:55:14,ETIENNE ,4972712559,,,,10,10,10,10,10,7.5,7.5,
2024-08-16 13:07:28,Anna,4827446158,"Przestronne, czyste pokoje w pobliżu Inverness","Ładnie położona posiadłość. Pokoje duże przestronne, bardzo miły właściciel, pomocny, bezproblemowe zameldowanie.",Wszystko było ok.,10,10,10,7.5,10,10,10,
2024-08-16 20:54:05,Egresits,4929128033,,,,10,10,10,10,10,10,10,
2024-08-16 22:34:36,Matthias,4446933123,,Sehr schön gelegen und ruhig. 10 Minuten bis zur Innenstadt. Neu renoviert in historischem Gebäude ,Durch kleine Fenster kommt wenig Licht in das Studio,9,10,10,10,10,10,10,
2024-08-18 19:56:26,Annick,4697217709,,,,9,,10,10,,10,7.5,
2024-08-19 7:46:17,Gergő,4429597494,,"Az első épületben a földszinten volt a szállásunk. Ez az épületrész gyönyörű, még szebb, mint a képen. Nagy belmagasságú szobák hatalmas ablakkal, csillárral, étkezővel és kanapékkal, amikből nagyon kényelmesen lehetett nézni a nagy átmérőjű TV-t, amin a saját streaming szolgáltató műsorát nézhettük. Az apartman teljesen felszerelt.",A fürdőszobákban kevés a pakolható felület.,10,,10,10,10,10,10,
2024-08-20 15:57:06,Martina,4329099156,Sehr empfehlenswert,"Wir haben uns auf Anhieb in unserem kleinen Appartement wohl gefühlt. Die Infos zu den Zugangscodes und Schlüsselsafe haben wir am Vorabend ganz unkompliziert per Whats App erhalten. Amjed hat uns auch einige Infos zu Restaurants und Sehenswürdigkeiten in Inverness geschickt. Das war sehr aufmerksam.

Das kleine Appartement war sehr sauber, in der Küche war alles vorhanden was man braucht und zum Wäsche waschen war sogar Waschmittel vorhanden. 

Man ist auch sehr schnell in der Stadt. Ein kleiner Spaziergang (20-25 Min) der Ness entlang -viel Natur, schöne Häuser - wirklich schön und kurzweilig. Es fährt auch ein Bus, aber der ist nicht immer gekommen, wann er hätte sollen :-)",Leider war das Bett sehr hart und etwas eng für uns. Aber das war trotzdem kein Problem für uns.,9,10,10,10,10,10,10,
2024-08-21 10:13:57,Nishita,4787823536,Overall this was a very expensive and uncomfortable stay. ,"The property itself is an old victorian mansion which is beautiful! 
Mr Amjed, the manager of this property is very helpful and prompt. ","The property has a back extension which is not depicted clearly in the pictures uploaded. We were put up in the very end of this extension which was like any normal airbnb property. I felt disappointed and deceived as we paid a whooping ~£900 for 2 nights for this.  
The heating went off on one of the nights in the living room which didn’t help, also, the people in the apartment above us were thumping on the floors around 3 AM in the morning which was very inconsiderate. 
",5,7.5,5,2.5,7.5,7.5,2.5,"Thank you for your kind feedback and we take this opportunity to respond with our comments.  

We are an award winning and globally accredited business evidenced by our display of the ISAAP Accreditation marque. 

Demand is very high and as such not everyone can get an opportunity to stay and experience Rosedene.

Unfortunately you spoilt your own stay experience by overcrowding (unauthorised numbers). Your communications were very poor, and we were not notified of any preferences or additional occupiers prior to your arrival, this was a breach of our stay policy. 

We reached out to you at the time you made your reservation but received no response.

We reached out to you again prior to arrival and also sent you photo’s including the apartment exterior and its location within the complex, you made no comments.

The Manager offered to meet you, but you did not respond.

We have checked the photographs on your reservation confirmation, they are 100% accurate to the Apartment you booked.

The apartment was spotless clean on your arrival.

The apartment is in very high demand, and you reserved it during one of the busiest periods. The apartment is much loved and one of the most booked in the complex. It's a 1920’s annex connected to the original Victorian building and not a new extension. It once was the nurses training centre when Rosedene was a care establishment and maternity hospital.

Nobody disturbed you other than a lovely family (couple with two young children) who arrived late for check-in and came by your door by mistake.  

The heat settings are noted in the apartment and there are in-room controls, we can also set the temperature for you to your preference, but you did not make any request.

You did boost your night temperature to 24 degrees in the warm weather which would have been very uncomfortable for most people.

You took advantage of our good nature but we still assisted you and helped you as our guests. "
2024-08-21 16:13:00,Aalia Amin,4460772653,,"Beautiful place and castle-like interiors too, near ness islands, just a walk away. ",,10,10,10,10,10,10,10,
2024-08-21 21:40:09,Helge,4301578965,Sehr schön - gerne wieder,Gute Ausstattung. ,Es hat der Fön gefehlt.,9,0,7.5,7.5,7.5,7.5,7.5,
2024-08-21 23:07:45,Daniele,4728531562,great,"Rosedene stands out for its charming structure, recently renovated for tourism purposes, which retains a sense of tranquility and good taste. The setting preserves a serene and stylish atmosphere, making every corner a delight for the eyes.
Special praise goes to the host, whose kindness and attention to customer care were demonstrated in various ways, showing a genuine commitment to ensuring an exceptional experience for guests. The combination of an elegant environment and excellent service makes this hotel an outstanding choice for those seeking a quality stay.","if you’re 4 guest in a room of two, you will miss two chairs",10,10,10,10,10,10,7.5,
2024-08-23 16:01:41,Matthieu,4508218161,,,,8,10,7.5,7.5,10,10,7.5,
2024-08-23 23:59:25,Jessica,4903142810,Everything was top notch!,,,10,10,7.5,10,10,10,10,
2024-08-24 11:53:24,vaillant,4745594629,,,,8,0,0,0,0,0,0,
2024-08-24 14:00:30,Renata Leles Dias,4519151946,Conforto em Inverness,O quarto era muito confortável!,,10,10,10,10,10,10,7.5,
2024-08-24 16:52:46,Rodríguez García,4693851861,,,,10,10,10,10,10,10,10,
2024-08-26 0:05:07,Ana,4420157556,,,The price is too high for what it offers ,5,2.5,5,7.5,5,7.5,2.5,"Dear Ana, we are very sorry to hear of your comments, You had everything at your disposal, some of the amenities in your apartment included a fully fitted kitchen, washer/dryer, fridge/freezer, hairdryer, free fibre WiFi, drinking water on tap, exceptional quality linens and very high cleanliness standards, large bathroom with walk in shower, LED anti mist bathroom mirror, smart TV, microwave, dishwasher, washing tabs, dishwasher tabs, tea/coffee, free and secure on site parking at the door, bespoke handmade quality beds, storage, ample amount of mirrors, quality lighting and lamps, USB bedside charging points, concierge service whereby any question you had was answered in an instant, abundance of tourist information in room, local recommendations at your fingertips, large amount of tour leaflets in the lobby, use of communal facilities including seating and WiFi, use of our garden facility, you were even provided a complementary pass to a Scottish Bag Pipe event taking place at Rosedene which you enjoyed. You stayed during peak summer holiday season over a very busy Bank Holiday weekend, space was at a premium and demand very high. We packed in a massive amount of service, amenity and entertainment for you in a fantastic Scottish heritage building, in a great location with a personal service, you had it all to enjoy and cherish at a cost of £263.00 per night for three guests including all taxes. We were delighted to host you and we found you to be quiet and respectful and you left the apartment in a clean and tidy condition at check-out which we thank you for. From all at Rosedene, may we wish you all the very best. "
2024-08-26 11:28:38,Marica,4794882171,Avremmo voluto rimanere di più :),"La struttura è immersa nel verde, possibilità di parcheggio in loco, ampiezza e pulizia della camera. Più che una camera è un vero e proprio appartamento dotato di ogni tipo di comfort, lavatrice inclusa (a metà viaggio è stata molto comoda)",,9,10,10,10,10,10,7.5,
2024-08-26 11:34:38,Mia,4604773949,,,,10,10,10,10,10,10,10,
2024-08-26 16:24:35,Lalith,4845415642,,,,10,10,10,10,10,10,10,
2024-08-27 13:00:23,Katrin,4356915380,Sehr angenehm … entspannter Start in den Urlaub ,Ferienwohnung in ehemaligem Waisenhaus nahe des River Ness und einer Halbinsel mit tollem Park. Die Gegend ist ruhig und grün. Die Wohnung war sehr gut ausgestattet und der Support mit Infos und Tipps via Chat sehr gut.,,9,10,10,10,10,10,7.5,
2024-08-28 12:00:44,Daniel,4953258735,,"A great apartment in a great house.  All facilities are exactly right. 

The owner is a real service professional. Friendly,  organized and ready to help. ",,9,10,10,10,10,7.5,7.5,
2024-08-28 13:07:19,Anita,4779865530,Fantastisch,"Fantastisch ruim modern appartement op loopafstand van het centrum van Inverness in een Victoriaanse villa. We kregen de toegangs-instructies via Whatsapp en die waren heel erg duidelijk en vriendelijk. Goed uitgerust keukentje en grote badkamer. Ons appartement lag op de begane grond. Parkeren voor de deur. Je kon naar de stad lopen via de Ness-eilandjes in de rivier de Ness via Victoriaanse loopbruggetjes. Er lag veel toeristische informatie in de hal en op de kamer. Omdat het appartement niet midden in de stad lag, was het ook gemakkelijk om van hieruit overal naartoe te rijden, Inverness ligt erg centraal in de Highlands.",Niets,10,10,10,10,10,10,10,
2024-08-29 12:29:33,Marta,4850282351,La mejor opción en Inverness,"Una magnífica opción si te quedas en Inverness. Un apartamento totalmente equipado con todo y muy moderno, completamente reformado.
 El chico que atendía en recepción nos ayudó en absolutamente todo, tanto cuando llegamos, durante la estancia, como cuando nos fuimos, súper amable, dándonos el mejor de los servicios y siempre con una sonrisa.
La ubicación está a unos 15-20 minutos caminando del centro, pero es un camino completamente habitable y sin ningún problema. 
La comunicación mediante WhatsApp era súper rápida y eficaz. Sin duda con unas prestaciones tan buenas es un ganar ganar en todo! No tengo nada malo que añadir, sin duda si volviera repetiría sin pensármelo.",,10,10,10,7.5,10,10,10,
2024-09-03 17:09:43,JP,4855916041,,,,10,10,10,10,10,10,7.5,
2024-09-03 22:28:35,denis,4918507536,,"Lovely, clean apartment in a charming old building beside the river Ness ",,9,7.5,7.5,7.5,7.5,7.5,7.5,
2024-09-04 4:19:01,Leonardo,4586018520,,,,10,10,10,7.5,10,7.5,7.5,
2024-09-04 22:55:23,Nuria,4314628917,,,,10,10,10,10,10,10,7.5,
2024-09-06 12:32:15,tomlins,4858394463,,"Beautiful apartment, high ceilings, huge televisions in both rooms. Parking wasn't an issue. Very Quiet away from the city centre. Only complaint was the weather ..... It can't rain all the time, we'll it can in Inverness. When and if I visit Inverness in the foresable future I would  stay at these apartments again âððð",The rain,9,10,10,7.5,10,7.5,7.5,
2024-09-07 22:28:13,David,4717317925,Quiet spot.,"Neat building, large suite with kitchen.  Parking.  ","Fridge in the Kitchen was quite loud.  Bathroom had a strong musty smell, probably from the washing machine.",8,5,7.5,7.5,7.5,7.5,5,Thanks David 
2024-09-08 20:14:15,Antoine E.,4395897081,,"Spacieux, très confortable (notamment la literie), la localisation à 20 minutes à pied du cœur d'Inverness  par le bord de la rivière Ness. Hôte très réactif. Facilité pour se garer sur place. ",,8,10,10,10,10,10,7.5,
2024-09-08 22:09:24,Kathryn,4681058182,"Exceptional accomodation - contemporary, comfortable and stylish.","A gorgeous suite, elegantly furnished and equipped with everything we needed and more. Excellent location. Great (online) communication with the property manager who made us feel very welcome. ",Nothing - it was perfect!,10,10,10,10,10,10,7.5,
2024-09-09 11:43:39,Akbar,4781607750,,The location is very convenient and the facilities were excellent.,"There was an unpleasant odour coming from the drainage in the bathrooms. Once we brought this to the attention of the manager, however, everything was attended to immediately and he went out of his way to address our concerns.",7,10,7.5,10,10,7.5,7.5,
2024-09-14 19:11:55,Rodrigo,4698627636,,,,10,10,10,10,10,10,7.5,
2024-09-15 13:27:50,Suzanne,4956370646,,,,10,10,10,10,10,10,10,
2024-09-16 12:31:50,Avinash,4360007708,Thoroughly enjoyed our stay at Rosedene Cottage,excellent holiday location in Inverness and close to the city. Host was very helpful and amicable. Lodging was very comfy and well-equipped for a family stay.,,9,10,10,10,10,10,10,
2024-09-21 13:58:10,cécile,4965221724,Idéale ,"L’accueil très professionnel, chambre spacieuse bien équipée très propre et joliment préparée. Emplacement à proximité du centre ville qui se rejoint par une balade très agréable en bord d’eau . Recommande à 100% ",,10,10,10,10,10,10,10,
2024-09-21 15:34:55,David,4672358566,,,,9,10,10,10,10,10,10,
2024-09-22 18:36:22,Anne,4568442377,"Good location, good parking ",The location and the off street parking. The property manager was very helpful and welcoming,"The studio apartment was very utilitarian, with no character.
which was out of keeping with the lovely house in which it is located. ",7,10,7.5,7.5,7.5,10,7.5,
2024-09-26 8:46:15,Michael,4545526653,,,,10,7.5,10,10,10,10,10,
2024-09-28 7:21:00,Serena,4816559074,A lovely short break in Inverness. Quiet and relaxing environment after a day of sightseeing. ,"Beautiful grand home in leafy, quiet location. Excellent facilities. Roomy and comfortable. Helpful and responsive staff. When we couldn’t find instruction folder for appliances response via WhatsApp was speedy and efficient. ",,9,10,10,10,10,10,10,
2024-09-29 20:58:41,Jan,4397544990,,,,10,10,10,10,10,10,10,
2024-09-30 22:11:11,Alberto,4817184447,,,,10,10,10,10,10,10,10,
2024-10-01 10:35:08,Gavin,4557193876,,,,8,0,10,7.5,7.5,7.5,5,
2024-10-02 16:00:56,Helen,4497578795,Fantastic river location. Spacious suite in a character building with everything we needed and more!,"Quiet location right near River Ness and Ness Islands with easy walks to city centre. Comfy bed in a very spacious suite in a recently remodeled character building. The room was thoughtfully appointed, very clean and had more than we needed for dining in. En suite laundry was a bonus. Check-in details were sent ahead of time with clear instructions. Lots of on site parking behind a gate - not locked but felt secure.",Nothing!,10,7.5,10,10,10,10,7.5,
2024-10-02 20:14:44,R.M.P.,4296524223,"Bijzonder plezierig gehad, zeer behulpzame en vriendelijke uitbater.","Rime goed verzorgde kamer, badkamer en klein keuken.  Goede locatie op loopafstand van het centrum.",Geen ,10,10,10,10,10,10,10,
2024-10-05 10:02:47,ABEER,4770736992,,Organized and clean,I do prefer to meet the host personally,9,10,10,7.5,7.5,10,7.5,
2024-10-08 12:57:22,Nourulhuda,4438343826,,,,10,10,10,10,10,10,7.5,
2024-10-09 15:03:45,Robert,4330219497,"Comfortable stay in a nice, quiet locality","The room was spacious, and contained everything we needed. It was very comfortable. The locality was great, exactly as we expected - it was quiet, close to the river, and not too far from the city centre.",,9,7.5,10,10,10,10,10,
2024-10-13 15:48:21,Tobias,4448174703,,,,10,10,10,7.5,10,10,10,
2024-10-15 18:47:03,Indira,4957244172,,,,9,10,10,7.5,10,10,7.5,
2024-10-19 15:01:01,Stefan,4647755098,,Zentrale Lage ca.15 Gehminuten und trotzdem ruhig.,,10,,10,10,10,10,10,
2024-10-21 22:19:07,Peter McGhee,4339258135,,,,9,10,10,10,10,10,7.5,
2025-01-01 8:34:29,HANAA,4608385120,,,,10,10,7.5,7.5,10,10,7.5,
